Geneid	VM-1	VM-2	VM-3	VM-4
YGR196C	732.03	548.44	903.03	744.47
YGL197W	5048.57	4395.55	5285.48	6144.48
YGR136W	2477.5	3108.78	2820.76	4048.08
YGR153W	24	44.12	28.15	60
YGL159W	585.29	343.38	754	575.88
YGR286C	1382.5	445.17	1763.03	578
YGL254W	609.48	400	696.25	577
tH(GUG)G1	1	1	0	0
YGR023W	3589.38	3396.89	4080.26	4713.99
snR48	52	18	53	39
YGL063W	383	229	397	267.08
YGL154C	273	245.08	310.1	287
YGL035C	1070.5	715.38	1205.25	1066.25
YGR009C	1573	1123	1873.5	1622.5
YGR034W	5413	2475.92	6111.5	3350.17
YGL064C	991.27	410.07	1215.07	631
YGR118W	4067	2009.5	4429	2774.17
YGR277C	441	363	603.42	523
YGR232W	692.5	389.33	773.75	620
YGR227W	3273.5	1915.02	3493.73	2589.66
YGL142C	1798	1225.75	1855.69	1653.08
YGL143C	844.14	367	1037	575
YGR222W	469	400	645.25	553
YGL045W	654.25	509.35	830.2	753.94
YGL253W	19504.75	16476.92	20723.58	21105.37
YGR257C	777.5	432	733.1	551.08
YGL131C	1869.62	1412.25	2213.29	2009.5
YGR064W	53.17	30.08	53	53.19
YGR263C	677	459.5	721.21	624.93
YGL049C	4670.95	2984.67	5733.58	4382.79
YGR296C-B	4.01	2.18	3.76	4.44
YGL202W	13089.6	7582.83	11834.98	9206.58
YGL258W-A	24.12	28	19.25	48
YGR133W	195	123	205	184
YGR109C	214.56	27.5	273.74	38.61
YGR037C	4493	4919.5	5241.1	6459.11
YGL077C	3107.58	1857.33	3161.29	2602.58
YGR111W	993.22	652	1153.17	939.72
YGR016W	103.67	76.58	140.75	122.5
YGR245C	2532.32	811.33	3034.17	1241.08
YGR287C	358.12	260.25	361.23	366.5
YGL244W	735.6	383.27	798.5	527
YGL057C	455	349	464	561.08
YGL187C	2597.5	1682.25	2922.17	2297
YGR180C	8150.06	6251.67	9426.29	8660.42
YGR116W	9192.54	5746.87	10316.8	8078.54
YGL181W	536	411	489.17	575.17
YGR202C	1337.66	697.67	1446	1032.38
YGL127C	928	1114	1046.2	1418.5
YGR203W	456.12	203	393.33	250.85
YGL150C	6110.06	3647.48	6427.07	5140.5
YGR134W	1720.42	971.53	1856.65	1336.6
YGR095C	977.35	549.25	1188.38	755
YGR214W	12057.92	6667.58	13356.66	8535.11
YGR269W	47	34	49	61
YGR176W	11	15	13	13.25
YGL263W	396	203.58	518.12	333
YGR057C	319	305	368.75	453.25
YGL074C	0	3	2	3
YGR007W	1372.17	1013.25	1536.38	1435.25
YGR241C	2989.25	3221	3591.32	4496.25
YGR127W	1254.41	1185.5	1386.25	1708
YGL219C	1949	1472	2223.17	2094.5
YGL061C	197	162	311.1	237.6
YGR083C	3759.95	1916.58	4336.73	2836.83
YGL038C	2611.58	1510	2887.43	2150
YGL047W	148	146.17	137.17	193
YGR244C	3376.25	2681.67	3708.67	3674.36
YGR289C	88.58	55.29	82.5	69.97
YGL089C	165	138	228	195
YGL180W	1060.21	1224.12	1064	1667.25
YGR146C	4161.6	3490.8	5048.23	4790.18
YGL149W	4	1	1	5
YGL242C	585	610	755.5	852.75
YGR106C	3010.5	1356.5	3238.67	1822.25
YGR004W	641.46	376.07	744.5	611.12
YGR209C	2276.75	1735.75	2441	2356.33
YGR052W	344.33	319.25	470.88	540.14
YGR158C	424.35	201	467.75	278
YGR003W	933.05	538.5	948.3	777.08
YGR219W	0.07	0	2	2
YGL247W	282	177	371	280.5
YGR170W	3035.23	2070.37	3242.75	2860.83
YGR246C	907.75	526	1093.71	754.5
YGL183C	10.75	19	17.5	16
YGR160W	4	2	3	3
YGR204C-A	7	5	7.14	5
YGR039W	171	234.5	210	295
YGL059W	804.84	774.98	924.03	1130.46
YGL123W	18139.85	8873.67	18764.92	11621.67
YGL099W	2082	926.67	2256.17	1237.7
YGR102C	499	276	583.49	413.5
YGL233W	1620.5	1059.33	1782.54	1568.17
YGL072C	20	11	9	8.25
YGL056C	4591.46	3395.78	4957.55	4564.17
YGR104C	500.38	350.92	678.42	537.67
YGR240C	23055.49	13270.23	23512.88	17421.38
YGR243W	106	391	134.5	576
YGR275W	388	290	547.75	429.13
YGL088W	145.5	90	171	107.75
YGR020C	2288.5	1340.5	2827	1947.33
YGR100W	1456.57	1004.72	1572.25	1544.45
YGR231C	1192.61	637.58	1236.82	890.75
YGR215W	305	132	402.25	208.25
YGR018C	22	19	18	32
YGL152C	22	13	22	23
YGL212W	187.75	128.5	201.5	181.5
YGL066W	1104.29	727.04	1254	1114.18
YGL060W	1540.39	1016.25	1656.57	1463.87
YGL185C	413	279	516	431.67
YGR145W	1660.56	454.33	1944.33	759.71
YGL011C	2153	1702.06	2605.5	2299.06
YGR147C	418.17	237.1	456.25	318.5
YGR036C	600.44	490.12	595	658
YGL122C	5322.08	3587.66	5798.86	5588.82
YGL261C	9.22	8.07	4.12	13.64
YGL041C	9	6	9	7
YGR099W	323.25	200.67	349.07	296.18
YGR046W	1075.62	1064	1244.1	1462.29
YGL188C-A	177.5	111	168.5	159
YGR216C	1878.27	1346.33	1855.33	1810
tG(UCC)G	2.33	2.58	4.67	4
YGR047C	908.71	572.05	960.74	913.83
YGR238C	654.22	558.6	730.8	683.12
YGR282C	8250.14	6562.7	8369.17	8543.76
YGL132W	7.56	2	7	9.08
tA(AGC)G	0	0	0	0
YGR169C	478.05	156	520.5	231.42
YGR063C	231	148	251	194
YGR256W	323	244	329.25	346.38
YGL036W	3031.43	3036.09	3335.51	4154.98
YGR192C	57685.35	44020.73	56930.47	53709.8
YGL191W	1809	1218	1994.5	1631
YGR051C	1	1.5	0.69	2.16
YGR013W	911.67	744.57	1048.75	958.83
YGR123C	1824.53	254.56	1932.88	320.08
YGL209W	4340.08	2787	4926.67	3795.25
YGL163C	1052	671.75	1053.11	994.67
YGR296C-A	0.27	0.25	0	0
YGL178W	10401.8	8025.27	11780.79	11157.43
YGL092W	6981.33	3764	7229.12	5068.53
YGR132C	1663.5	788	1794.66	1146.14
YGL208W	492.5	523	576	717.83
tL(GAG)G	0.25	3	2	1
YGR059W	20	13	22.5	15.5
YGR114C	2.54	0.58	0.48	0.5
YGR128C	4817.33	1911.87	5879.81	2857.93
YGL246C	820.12	491.5	1018.79	707.21
YGL190C	1325.81	1289.33	1500	1799
YGR033C	1221.75	898	1410.1	1314
YGL112C	1120.5	711	1292	1167.5
YGL001C	1994.5	1252	2154.23	1866
YGR168C	130.25	301	140.5	454.9
YGL093W	679.75	728.33	765.83	1145.42
YGR120C	595.44	384.5	736.92	584.17
YGR027C	3155.12	1929	3451.25	2539.38
YGL259W	82.75	74.5	75	101.5
YGR294W	37.45	42.35	52.74	74.74
YGR124W	12358.55	8081.17	12270.35	10813.17
YGL103W	7072.33	3514.32	7380.92	4561.58
YGL062W	7511.08	8920.22	7118.25	11418.06
YGR049W	1773	789.58	1922.12	1120.25
snR39	130.5	56	98.5	72
YGR076C	818	448	1002	529.38
YGL161C	1195	978	1403.7	1356.5
YGR062C	603.17	404.1	705.12	519
tV(AAC)G1	10.2	6	8.12	6
YGL237C	350.67	309	373.5	482
YGR024C	588.17	380	676.67	564.5
YGR184C	7662.81	5788.07	8098.8	8128.25
YGR292W	76.25	42.67	86.92	73.1
YGR151C	132.77	122.68	181.9	164.52
YGL034C	21.5	6.5	18.68	8.58
YGL067W	1213	591.25	1266.6	848.83
YGR072W	582	319	767.11	447.14
YGL229C	288.95	277.5	323.25	403.5
YGR055W	3627.63	4890.8	3633.01	6182.79
YGL044C	568	432.35	712.6	647.4
YGL054C	1980.64	1281.6	2388.1	1707.2
YGL119W	621.5	328.16	733	488
YGR068W-A	2.06	0	0.06	1
YGR206W	417	292	421	366
YGR121W-A	8	10	11	3
YGL130W	901	650.55	920.07	930
YGL042C	4	3	4	1
YGR090W	13675.04	6277.27	15047.26	8904.1
YGR221C	443	419	480	576
YGR143W	2851.83	1317.6	3082.25	1843.97
tR(UCU)G1	15	9	17	9
YGL218W	2.5	2	1.5	0
YGL198W	875	722.5	811.5	911.25
YGL083W	1568.83	1091.56	1855.4	1553.13
tC(GCA)G	0.75	0	1.25	0
YGR071C	1457.95	983.75	1636.55	1428.58
YGR259C	38	18.5	26.5	17
YGR058W	911	545.57	1095.25	788.06
YGL195W	35480.41	21157.84	35897	28460.92
YGL192W	24.23	3034.5	37.21	4294.4
YGL206C	23368.33	15361.75	25337.83	21519.08
YGR060W	10101.83	6072.69	10809.42	8249.59
YGL257C	744.17	695.1	773	918
YGL236C	1627	503	1606	817
YGR138C	7392.29	3345.62	7454.4	4263.1
YGR015C	367	298	391	354.08
YGL023C	946.17	758.56	1061.5	1061.56
YGL144C	609.5	521	674	666.17
YGL071W	2628.08	1756.02	2888.5	2586.83
tK(CUU)G3	10	4	7	5
YGR080W	994.17	1164.08	1165.46	1594.12
YGL116W	1111	662.5	1309.85	1002
YGR035C	89.5	84	154.04	117
YGL201C	1471	719.25	1592	1001
YGR212W	399.67	239.67	405	376.39
YGR154C	226.2	160.1	249.2	241.9
YGL241W	1838.46	1170.33	2173.67	1800.24
YGL262W	33.25	17	51	22
YGR247W	253	162.5	313.42	233.33
YGR199W	1338.82	793.27	1303.65	1114.25
YGL260W	0	0	0	0
YGR179C	330.5	287.25	466.83	337.25
YGR011W	268.61	167	327	271
YGL111W	1253.33	477.57	1372.25	698.06
snR39B	258	119	206	166
YGR073C	68	29.25	82.04	54.5
YGR155W	12471.73	6294.5	13881.11	8635.48
YGL114W	1217.18	642.54	1170.5	849.71
YGL255W	194	100	186.25	153.62
YGR066C	8.56	27.1	13.5	27.62
YGR233C	5568	8041.54	5647	11142.67
YGR092W	829.12	1113.06	940	1536.64
YGL041W-A	497	358	658.75	484
YGR171C	1196.58	597.35	1417.92	842.85
tW(CCA)G2	14.17	7.33	10.5	12
YGL171W	1415	456.75	1727.18	708.62
YGL029W	475	183.33	571.06	270
YGR040W	654	809.56	728.5	1204.67
YGR220C	650.07	300	751.25	450
YGR268C	1123	1981	1104	2397.75
YGL147C	9891.12	4246.82	10659.33	5487.58
tK(CUU)G1	4.25	2	2	4.33
YGR144W	38	62.5	45.39	111.88
YGR178C	3285.56	2322	3687.37	3270.75
YGR113W	270.62	212.5	312.62	312.01
YGL203C	7245.25	4653.75	2382.5	1990.5
YGL048C	1865.5	1399.62	2157	2064.58
YGR207C	1019.25	575	1300.25	849.5
YGR258C	650.28	585.88	636.72	827.28
YGL091C	470.42	358.67	535.17	505.17
YGR093W	780	338.25	1010.5	510.25
YGR119C	1329.5	768.93	1401.37	1132.65
YGR213C	32.5	575	43	875
YGR061C	15072.02	5180.37	14736.54	6712.45
YGL182C	14.5	8	7.5	20
YGR139W	0.06	4	0	1.15
YGR121C	254.25	652.32	264	897.08
YGL043W	1957.64	1048.5	2292.33	1606.83
YGR280C	780.12	214.5	937.37	303.28
YGL085W	189.16	148.06	239.31	194.96
YGL031C	6511.75	3219	7154.21	4484.67
YGR117C	1608.42	1239.06	1852.25	1883.71
YGR254W	16400.33	16355.42	15799.42	21754.25
YGR235C	1006	897.05	1091.5	1187
YGL124C	440.5	383	524	520
YGR236C	9	13	7	16
YGL164C	515.75	308.25	594.5	391.92
YGR293C	2	2	3.2	0.07
tL(CAA)G1	35.86	29.29	45.54	37.41
YGR264C	9625.61	4588.25	10511.37	6596.86
YGL234W	6927.75	3328.72	6454.67	4197.17
YGL109W	16	9	13.06	16
YGL238W	5829.9	3375	6353.81	4808.25
YGL041C-B	6	8	11	4
YGR056W	2523.58	1819.25	2813.5	2557.08
YGR201C	44	30	37	35
YGR239C	684.17	442.25	757	667.5
YGR169C-A	42	19	42.07	18
YGR185C	6351.71	3375.43	6743.58	4645.67
YGR189C	17480	11795.92	17586.28	14309.41
YGR022C	0	0	0	0
YGR290W	1.5	1	1.5	0.1
YGL205W	42	67.32	31.92	96.17
tK(CUU)G2	0	1	2	0
YGL221C	2112.5	1570	2455	2191
YGL108C	125	52	136.5	64
YGL069C	11	14	14	17
YGL135W	11946.33	4833.9	13299.67	6819.33
YGR253C	1256.5	939.5	1407.55	1428
YGL053W	685.75	5162.2	776.25	864.25
YGL101W	421.2	232.33	433	388
YGR271C-A	579	209.5	834	345.83
YGR267C	1753	1360.5	2090	1990.33
YGR234W	16058.42	4956.61	19016.83	6823.12
YGL251C	902	448.33	937.25	606.5
YGL141W	1660.83	1520.25	1744.25	2151.47
YGL245W	13134.42	7933.33	13619.83	10374.71
YGL007W	0	3	1	2
YGL005C	400.67	261.17	495.33	433.5
YGL215W	12031.43	8059.5	12455.92	10193.86
YGR173W	620.5	227	651.25	326.2
YGL249W	58.1	35.67	77	76.62
YGR161W-C	141	193	153	241
YGR229C	2636.75	1797.54	3307.73	2667.17
YGR070W	2950.08	1444.59	3244.81	2004.34
YGR135W	2502.75	1940	3022.75	2640
YGL014C-A	0	0	2	1
YGR225W	12.25	14	17.25	9.12
YGL258W	27.11	13	35.5	11
tT(UGU)G1	1.33	0.33	0.67	1.67
YGL139W	2999.25	1794.21	3279	2574.11
YGL172W	1397.67	838	1384	1122
YGR088W	877	919.26	691.63	1269.61
YGL126W	943.5	1226.94	964.06	1564.03
YGR140W	1276.55	779.42	1465.71	1228.28
YGR129W	195	87.14	264	145.5
YGL027C	2226	1930	2298	2565.67
tL(CAA)G2	62.18	40.93	71.34	52.23
YGL231C	2170.75	1941.5	2809.46	2698.08
YGL019W	922.75	505	886	762.17
tR(UCU)G3	44	1229.08	51	1651.83
YGR017W	2346.43	1273.69	2925.21	1747.54
YGR107W	5	16.08	7	23.77
YGL039W	854	773.67	966.42	1073.58
tL(CAA)G3	75.84	57.27	91.83	70.37
YGL123C-A	11	4	9	6
YGL002W	699	523.5	826	745.67
YGR044C	329.5	619.5	432.5	971
YGR193C	2424.25	1537.83	2844	2158.83
YGL033W	26	12.64	30.25	25
YGR165W	1133	474.05	1373.5	749
YGL030W	3992.06	1793	4091.5	2456.42
YGL128C	806.7	701	923.75	968.17
YGL063C-A	1	3	1	1
YGL007C-A	9	23	22	37
YGL175C	112	101	147	142.62
YGL223C	1831	1900.83	2162.75	2847.33
YGR190C	9	3	3	0
YGL004C	358	204.39	374	284
YGL148W	3620.82	2030	3846.88	2798.67
YGR281W	3619.58	2983.81	3684.32	4270.57
tH(GUG)G2	70.25	52	76	69
tF(GAA)G	3.67	4	7.67	1.33
YGR078C	399	166.5	359	225.14
YGL133W	2570.75	1915.32	2926.18	2723.04
tV(AAC)G2	6	1	3	4
YGR295C	3145.72	4100.41	3187.42	5469.5
YGR048W	574	509.05	632.62	738.05
YGR065C	2683.71	994.08	2516.32	1315.08
YGL051W	156.12	320.38	196.64	172.16
YGL220W	379	177	389.67	281.25
YGR019W	1516	1324.8	1547.3	1708.75
YGL010W	226.25	209.75	244.5	278.2
YGL090W	173.5	104.25	161	151.25
YGR054W	8868.17	5199.5	8772	6852.57
YGR174W-A	7	21	6	14
YGL032C	5012.58	5144.08	5811.08	6278.52
tE(UUC)G2	0	1	8.5	3
YGL179C	949	347.25	1133	548.5
tE(UUC)G3	2	2	1.96	1
YGR002C	656.85	444.27	741.15	676.35
YGL134W	402.03	214	450	284.11
YGL235W	8.17	7	3.62	11
YGL006W	2559.7	4779.87	2744.08	6371.56
YGR028W	487	463.13	692.39	703.71
YGR283C	1570.39	594.67	1942.51	955.47
YGR249W	1129	893.5	1461.33	1392
snR82	5805.75	4700.33	5353	5379.61
snR7-L	948.25	662.83	913.33	809.08
YGL232W	1039.12	394.42	1192	554.83
YGL157W	1688.5	1975.5	2470	3669.5
YGL118C	4.5	5	8	7
YGR012W	264.25	226.17	266.25	316.28
YGR242W	4	0	2	3
YGR014W	18631.18	12000.48	18265.22	14583.59
YGR038C-A	2598.88	3408.56	2972.05	5014.17
YGR161C-C	161.8	134.23	192.99	197.52
YGR027W-A	14260.88	8447.66	18529.06	14892.65
YGR109W-A	2540.66	26284.52	3009.97	35167.1
YGR027W-B	92107.66	61231.61	133172.42	103855.75
YGR038C-B	35240.92	31748.65	52731.16	51925.6
YGR161C-D	42699.35	25006.28	47246.84	33441.96
YGR161W-A	10958.74	9806.23	15255.43	15161.35
YGR109W-B	27561.96	306233.22	32466.25	415745.78
YGR161W-B	39516.19	35919.34	55540.64	56364.19
YLL050C	4015.08	2986.67	4185.42	3846.08
YLL032C	896.45	848.7	1131.25	1328.76
YLR466W	501.91	449.96	573.09	675.51
YLR054C	42.92	503.2	49.25	787.54
YLR437C	150	197	161.5	323
YLR217W	4	0	0	0
YLL056C	115.33	123	124.17	170
YLR128W	482.07	536	615.19	794.5
YLR279W	8.97	2.05	1.1	4.3
YLR075W	14859.25	9227.25	16157.58	11791.83
YLR052W	1385.57	1046.25	1740	1509.5
YLR159C-A	0.33	0.17	0.31	0.53
YLR025W	393	306	502	434
YLR049C	177.05	333.85	199.95	547.83
YLR308W	0.3	8.56	3.1	15.25
YLR032W	738.5	453.25	834.81	601.65
ETS2-2	0.5	0.5	0	0
YLR251W	101	116	127.12	224.25
YLR321C	847.12	613.44	983	883
YLR327C	393.5	1766	566	2405.75
YLR154C-H	0.33	0.17	0.53	0.53
YLR247C	3988.42	2949.72	4366.58	4049.97
YLR167W	6331.87	3498.42	6793.97	4422.5
YLR220W	561.2	309	572.25	439.98
YLR455W	328	305	366	460
YLR282C	0	0	2	0
YLR094C	2074.94	1457.06	2201.07	2087.18
YLR272C	1122.03	982.26	1295.7	1432.94
YLR264C-A	0	3	1	2
YLR338W	4	5	7	8.62
YLR181C	280.67	172.2	361.35	242.34
YLR458W	1	0	1	0
YLR180W	8416.42	4828.17	7941.96	5751.31
YLR250W	711.93	681.07	873.24	995.31
YLR222C-A	93	51	120.2	84.56
YLR424W	251.67	179	324.08	256
YLR253W	940.5	404.83	983.78	663.67
YLR390W-A	13628.28	12231.23	13593.76	15287.67
YLR233C	393.08	349.88	463.73	434.92
YLR347W-A	2	3.25	1	1.38
YLR117C	733.88	413.7	868.85	674.72
YLR110C	27250.54	20560.73	27552.84	24343.07
YLR072W	1108.1	889.65	1145.4	1287
YLR069C	2420.08	982.07	2773.91	1378.92
YLR403W	3362.58	3202.17	3707.5	4429.6
YLR008C	569	239	596	325
YLR231C	1482.75	892.5	1592.67	1200.17
YLR264W	203.08	59.84	215.71	89.12
YLR164W	89	107	85	140.25
YLR079W	542	469.79	574.25	567.72
YLR103C	395.29	248.25	483.72	371.03
YLR170C	213.19	161	264	210.83
YLR228C	591.66	759.47	680.25	957.29
YLL036C	906	548	1004.75	721.67
YLR467C-A	1.56	3.32	2.21	5.85
YLR198C	6	2.25	13	2.5
snR61	73.36	33	88	49.5
YLR411W	26.12	12.75	33.45	15
YLR056W	7276.92	2480.5	7335.25	3464.69
YLR429W	2501.75	1806.75	2752.67	2431.75
YLL060C	286	216.25	314	332.5
YLR310C	7242.41	4767.48	8001.68	6435.28
YLR342W	56739.36	30616.19	57020.52	39472.72
YLR017W	1812.5	747	1750.25	1043
tL(UAG)L2	0	0	0	0
YLR304C	17968.25	9618	18428.19	12348.5
YLL052C	111.5	47.6	128.81	64.65
YLR027C	8940.75	5916	8619.2	7684.3
YLR214W	1601	1219.5	1728.28	1492.62
ITS2-2	1.08	0.5	85.53	0.96
YLL062C	520	392.83	483.5	550
YLR378C	11409.25	7847	10911.82	9968.62
YLR023C	2968.25	1520	3193.54	2075
YLR425W	1524.77	1429	1695.12	1909
YLR073C	2878.31	1530.12	3111.81	2054.2
YLL008W	3039.75	1171.5	3439.67	1680.67
YLL063C	381	405	415.2	561
YLR449W	2060.79	1063	2342.5	1534.45
YLL046C	19	15	25.67	15
YLR089C	4987.56	3743.58	5141.27	4924.7
RDN18-1	862.93	713.68	25825.49	384.87
YLR020C	1057.5	453.74	1110	676.65
YLR190W	1733.57	758.83	1921.25	1067.33
YLR045C	389.75	514	410.99	804.18
YLR285W	870.25	600.38	1092.14	859.57
YLR322W	4	7	7	8
YLR276C	2575.67	921.35	3209.91	1412.17
YLR346C	15	25	17	59.5
YLR156W	54.14	35.74	27.88	21.56
YLR135W	704.43	497	896.37	823.08
YLR261C	235	153.83	307.69	223.42
YLL066C	394.87	333.65	416.59	496.55
YLR077W	727.5	360.39	747.69	499.5
YLR144C	1682.53	1367.35	1856.88	1955.55
YLR414C	1393	3790	1370	5100.53
YLR030W	31.14	41	22.21	65
YLR301W	1430.5	1029.42	1587.98	1426.33
YLR252W	62	95	82.25	145.95
YLR427W	1380.08	971.2	1528.17	1376.3
YLR200W	1372	1021	2031.25	1479
YLR150W	15033.49	9124.67	16362.33	11923
YLL021W	5063.58	3464.17	5713.62	4365.38
YLR078C	1025.5	809.5	1190.56	1063.25
YLR153C	13147	9057.58	13578.93	12273.52
YLR404W	381	337	513.83	519.25
YLR014C	488	354	559.17	502
YLL005C	14.17	11.5	7.96	12.1
tQ(UUG)L	4.5	0	3.27	3.05
YLR262C	388.75	265.33	534.69	382.42
YLR296W	5.56	2.05	4.1	2.12
YLR234W	189.43	187.6	204.78	274.17
YLR096W	4042.27	2250.36	4497.47	3218.42
YLR271W	73.5	27.83	60.8	48
YLR033W	861.22	487.32	1017.5	805.75
YLR278C	6128.44	2649.71	7194.58	3875.68
YLL055W	222.25	149.38	273.4	258
YLR266C	343.96	235.14	323.3	316.57
YLL030C	0.5	1.33	0	1
YLR323C	262.25	170	330.17	241
YLR007W	366.25	263.42	402.2	397
YLR406C-A	3	6	6.5	8
YLL015W	3421	2586.25	3474.67	3563.3
YLR343W	648.6	242.55	668.07	323.45
YLR269C	0	1	1	2
tN(GUU)L	2.1	1	2.1	5.2
YLR210W	340.5	272.42	342.25	405.31
YLR058C	7465.25	4956.92	6614.68	5511.5
YLR145W	50.53	41	90.75	68.5
YLR080W	164	231.5	172	311.5
YLR443W	754	627	793.12	880
YLR325C	6306.33	3398.75	6810.47	4281.42
YLL006W	666	481.12	656.36	697
YLR074C	1126	493	1260	755
RDN5-5	1.89	1.13	7.08	1.28
YLR311C	46.3	53.5	40.75	72.12
YLR191W	532	293	481	372
YLR235C	6.78	8	7	5.5
YLR364C-A	0	0	1	1
ITS2-1	1.19	0.5	51.07	0.5
YLR288C	263	182.12	260	249.23
YLL001W	1840.17	1359.14	1948.49	1862.39
YLR409C	3687.25	1420.12	4024.92	2107.08
YLR099C	840.03	1764.89	930.24	2241.17
YLR131C	924.55	1068.77	916.21	1460.8
YLR362W	1095.75	887.5	1212.17	1292
YLR256W	1984.08	2008.31	2005.72	2726.7
YLR068W	336	89.5	411	139.42
YLR101C	2	24	4.5	32
YLR341W	48.47	15.56	34.31	20
YLL054C	1358	666	1614.21	994.33
YLR186W	1296.25	738	1473.53	1029
YLR143W	1401.72	735.17	1600.61	1021.88
YLR368W	973	565	1128.17	731.67
YLR393W	151.5	68.75	155.08	105.56
YLR176C	1225.53	1023.86	1443.98	1418.02
YLR126C	188	128	161	195
YLR099W-A	36	39	22	57
YLR423C	106.09	109	141.47	158.02
YLR357W	1523.42	903.17	1633.67	1374.05
YLR197W	7183.75	2826.75	8244.88	3999.25
ETS1-1	5.79	5.53	90.94	2
YLR187W	2452.18	1994.42	2528.36	2570.01
RDN5-2	11	4.33	18.92	6.17
YLL034C	2484.3	944.33	2666.5	1362.33
YLL023C	1079	775	996	1033
YLR065C	783	488	956	656.5
YLL031C	2331.25	1432.75	2355.86	2005.67
YLR419W	3821.48	2298.5	4432.32	3268.79
YLR149C-A	0.03	0.25	0.5	0.11
YLR294C	1901.17	1350.5	2428.5	1955.08
YLR405W	321.55	201.31	341.93	304
YLR157C-C	0.33	0.17	0.42	0.53
YLR463C	216	136.22	222.81	219.24
YLR026C	1136	844	1324.92	1326.67
YLR267W	359.3	544.12	337.41	830.1
YLR093C	1173.5	1451.53	1437.29	2100.58
YLR085C	659	495	765.28	771.5
YLR246W	612.33	493.75	618.46	649.62
YLR433C	1416.93	1201.75	1727.58	1660.25
YLR227C	318.5	161.12	359.85	274.1
YLR012C	1	0	0.1	0.12
YLR111W	0	14	0.47	21.75
YLR152C	796.73	601	745.05	784.25
YLR370C	2482	2466	3066	3428.5
YLL026W	10501.56	10575.1	11278.79	14564.94
YLR289W	207.5	92	251.14	183.5
YLL066W-B	39.23	32.96	57.94	35.28
YLR114C	1736.77	1046.5	1813.58	1395.3
YLR213C	149.25	179.19	147	285.5
YLR146C	484	297.25	534.5	420
YLR445W	8.5	1	8.17	0
RDN18-2	1311.15	1091.62	60925.41	555.99
YLR169W	3	6	1.25	0.5
YLR202C	610	341.5	725	478.83
YLL053C	97.5	49	94.58	61.61
YLR333C	3725.42	1627	3341.75	1928
YLR082C	251.53	185.68	285.33	245.5
YLR193C	404.95	130.09	400.62	170.59
YLL043W	2008.92	1606.33	2034.83	2086
YLR337C	7770.6	10334.17	7737.67	11870.42
YLL066W-A	1.1	1.3	2.44	2.6
YLR039C	1938.69	1391.14	2373.32	2093.69
YLR457C	244	355	303.83	518
YLR377C	38.25	12.42	22.57	14.58
YLR104W	931	1062.42	1158	1367.17
YLR319C	1146.92	665.5	1317.13	925.79
YLR184W	24.33	44.12	44.68	65.88
YLR317W	261	173.5	285	225
YLL003W	797.43	520.25	887.88	758
YLR004C	67.83	59.88	74.12	61.1
YLR407W	543.12	423.07	639.57	618.07
YLR336C	774.48	339.25	817	497.5
YLR430W	7496.26	5017.17	7846.7	7087.88
YLR436C	4420.89	2675.08	4662.5	3838.97
YLR347C	7526.81	4449.76	7903.74	6061.67
YLR324W	1010	844	899.75	1128
tV(AAC)L	34.5	26.08	31.12	39.17
YLR460C	30.5	24	66.08	48.5
YLR113W	2259.5	1440.3	2288.76	1973.99
YLR046C	344.31	247.06	261.17	322.03
YLR125W	56	43	75.42	65
YLR196W	2899.74	1347.82	3597.5	1902.5
YLR363W-A	156.75	74	211.08	98.14
YLL061W	1076.08	745	937.5	921
YLR119W	361.5	238	464.11	374
snR57	538.67	338	526	471.5
YLL020C	151.75	127.75	142.58	179.7
YLR163C	1851.75	894.05	2276.48	1270.13
YLL014W	394	231	463	339
YLR129W	4086.58	1752.8	4606.21	2487.6
tD(GUC)L2	6	272.92	2.09	409
YLR173W	437.23	465.67	432.25	623.12
YLR090W	951.75	472	1032.33	675.33
YLR286W-A	25	8	17.06	11
snR55	319	225.83	369	298.75
YLR259C	7039.6	2885.37	6809.53	3724.04
YLR219W	2076.79	2517	2249.05	3646.95
YLR401C	1753.92	822.58	1895.83	1206.78
YLL058W	469	410	500.92	527
YLR177W	656.95	650	665.42	889.62
YLR415C	22.5	37	18.75	40.75
YLR467W	624.22	681.51	793.6	1031.59
YLR302C	1	0	2	3
YLR185W	6491.25	3852.5	7295.5	5057.83
YLR060W	8457.42	5095.31	9301.83	7221.52
YLR313C	250.81	262.38	271.98	369.56
YLR303W	10616	12773.17	10679.43	16311.08
YLR154W-B	0	0	4.67	0.5
YLL029W	2262.25	1933	2425.92	2584.42
YLL047W	24.5	18	24.17	23.2
YLR285C-A	37.7	89	48.5	144.7
YLR001C	1467.92	1003	1470.29	1476.72
snR79	448	237	374	308
YLR465C	92.3	96.34	99.84	119.22
YLR015W	447.5	285	455	380.5
YLR432W	5494.5	2500.08	5481.5	3609.12
YLR081W	116	102.64	130.76	147
YLR166C	1693.56	1334.62	1938.92	1900.43
YLR383W	650.75	392	698.55	542.5
YLR035C	768.06	571.93	799.19	775.8
YLR044C	67355.16	50086.17	63867.82	58619.1
YLR293C	10915.38	7050.5	11027.06	9198.5
YLR399W-A	0	0	0	0
YLR192C	2729.75	1674.25	2751.75	2235.5
YLR300W	7351.17	11902.58	7929.77	15363.5
YLR098C	772.05	449.33	788.33	621.29
YLR448W	9244.33	5160.25	9805.92	6695.17
YLR381W	468.09	493	568.25	692.17
YLR280C	17.5	12	17.5	16.33
