# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-p" "--ignoreDup" "-M" "--fraction" "-T" "16" "-G" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.fa" "-p" "--countReadPairs" "-a" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "./read_counts_v2/read_counts_table" "./dedup_v2/VM-1_S1_L001.sorted.dedup.bam" "./dedup_v2/VM-2_S2_L001.sorted.dedup.bam" "./dedup_v2/VM-3_S3_L001.sorted.dedup.bam" "./dedup_v2/VM-4_S4_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./dedup_v2/VM-1_S1_L001.sorted.dedup.bam	./dedup_v2/VM-2_S2_L001.sorted.dedup.bam	./dedup_v2/VM-3_S3_L001.sorted.dedup.bam	./dedup_v2/VM-4_S4_L001.sorted.dedup.bam
YHR039C	VIII	184875	186809	-	1935	5305.25	3448.48	5211	4608
YHL019W-A	VIII	67711	68304	+	594	6	1	1	1
YHR152W	VIII	401434	401955	+	522	848	1010	1170	1447.25
YHL046W-A	VIII	9981	10307	+	327	2	30	1	66
YHL011C	VIII	80654	81616	-	963	3965	2580.50	4447.67	3592.50
YHR129C	VIII	362999	364153	-	1155	200	132	237	224.17
YHR199C	VIII	497490	498422	-	933	1038	742.33	968.75	997
YHR159W	VIII	417549	419063	+	1515	277	209	265	300
YHR193C	VIII	487712	488236	-	525	3902	2158.50	4364	2808.89
YHR030C	VIII	168890	170344	-	1455	3470.50	6958.33	4030.33	9707.50
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	381.10	280.16	387.08	394.39
YHR162W	VIII	423072	423461	+	390	1192	821	1216	1113
YHR089C	VIII	282681	283298	-	618	1153.75	512.75	1300.25	634.00
YHL005C	VIII	98828	99220	-	393	1	3	0	0
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	8902.00	5122.05	9902.08	6568.75
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	3	3	0	1
YHR212C	VIII	537759	538094	-	336	13.00	3.83	12.00	4.72
YHR005C	VIII	113499	114917	-	1419	2663	2293	3158.67	3182.33
YHR187W	VIII	480990	481919	+	930	705.50	492	884	716
YHR183W	VIII	470960	472429	+	1470	11656.67	8804.78	11610.50	10846.94
YHR205W	VIII	509363	511837	+	2475	5603	5241	6115.62	7521.50
YHR139C-A	VIII	380108	380419	-	312	6	1	3	4
YHR111W	VIII	333072	334394	+	1323	606.50	353.50	662	500
YHR049W	VIII	206462	207193	+	732	4072	1917.25	4799.50	2591.17
YHR131W-A	VIII	367747	367992	+	246	2	3	4.11	2
YHR072W	VIII	239098	241293	+	2196	3514	2135	3684.25	2790.11
YHR209W	VIII	519437	520312	+	876	230	1157	320.50	1570.50
YHR107C	VIII	326813	328036	-	1224	2190.00	1650	2579.67	2368
YHR071W	VIII	237004	237693	+	690	4766.93	3515.97	5596.66	4665.17
snR71	VIII	411228	411317	+	90	196	80	230	123
YHR216W	VIII	554396	555967	+	1572	896.50	444.33	947.50	656.83
YHL013C	VIII	77430	78353	-	924	242	146	328	229.50
YHR060W	VIII	220725	221270	+	546	570	452	767.75	647
YHR143W-A	VIII	387233	387445	+	213	456	225	456.17	313
YHR142W	VIII	383538	384488	+	951	1085	1149	1152.17	1634.50
YHR058C	VIII	218997	219884	-	888	440	351	524	435
YHL008C	VIII	92627	94510	-	1884	2200.00	1112.50	2220.33	1523.33
YHR054W-A	VIII	214508	214702	+	195	23.86	14.00	26.30	28.36
YHR118C	VIII	344321	345628	-	1308	400.72	226	471.21	362.08
tT(UGU)H	VIII	466990	467061	+	72	1	1	0.50	1.50
YHL048W	VIII	6401	7546	+	1146	1451.84	1593.55	1497.45	2068.01
YHR157W	VIII	412907	413455	+	549	86	56	96	67.25
YHR110W	VIII	332282	332920	+	639	738.50	558.50	779.50	800.25
YHR023W	VIII	151666	157452	+	5787	3110.42	1938.06	3645.10	2679.12
YHR062C	VIII	222877	223758	-	882	654	240	684.46	361.60
YHR219W	VIII	560173	562047	+	1875	194.63	131.06	193.91	207.11
YHR136C	VIII	374654	375100	-	447	346	129	320.50	188
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	2383.67	1018.00	2491.07	1444
YHR181W	VIII	467228	467914	+	687	1709	1160	1929	1611
YHR214C-B	VIII	543964	549346	-	5383	35076.25	27576.80	46727.59	43946.83
YHL009W-B	VIII	85909	91318	+	5410	801.09	1037.40	880.74	1563.98
YHR214C-C	VIII	547910	549346	-	1437	2426.06	1549.96	2839.36	2151.10
YHL009W-A	VIII	85909	87150	+	1242	133.10	143.08	142.50	213.41
YIR015W	IX	381948	382382	+	435	268	189.50	269	197
YIL156W-A	IX	47292	47693	+	402	5.50	4	5.50	6.75
YIL115W-A	IX	144268	144639	+	372	1	2.25	3	2
YIL086C	IX	200153	200461	-	309	19	7.50	19	13
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	391	257.17	407.50	404
tT(AGU)I2	IX	325748	325820	+	73	7.62	8.12	6.75	20.88
YIL146C	IX	74184	75773	-	1590	1104.88	1001.38	1158.97	1402.62
YIL010W	IX	334882	335529	+	648	706	754	709	1102.25
YIL117C	IX	140613	141569	-	957	2481.83	7220	2865.75	9455
YIL050W	IX	258913	259770	+	858	401	367	401	495
YIL107C	IX	163278	165761	-	2484	1045	1312.25	1083	1919.50
YIL150C	IX	61013	62728	-	1716	726.50	336	817	479
YIL165C	IX	33718	34077	-	360	59	29	72	45.50
YIL045W	IX	271161	272777	+	1617	393	268.50	444.25	393.18
YIL126W	IX	117992	122071	+	4080	3318.58	2178.08	3761.33	3137.61
YIL158W	IX	46201	46815	+	615	231.83	129.75	337.25	169.50
YIR018W	IX	384609	385346	+	738	363	259	360	343.33
YIR039C	IX	430498	432111	-	1614	629	516.25	561	694
YIL082W	IX	205635	206507	+	873	6894.89	72435.37	7964.17	98279.22
YIL056W	IX	249991	251913	+	1923	3033.75	3007	3398.25	4014.29
YIL161W	IX	39433	40140	+	708	277	175.08	348.60	234.55
tS(UGA)I	IX	248850	248931	+	82	6	5	7.67	10.25
YIL119C	IX	136654	137877	-	1224	405	428	567	604
YIL016W	IX	321454	321933	+	480	0	0	0	0
YIL144W	IX	78074	80149	+	2076	591	644.57	760.50	894.69
YIL026C	IX	304477	307929	-	3453	869.39	520.67	897.06	723.10
tD(GUC)I1	IX	324303	324374	-	72	0	0	0	0
YIL163C	IX	36899	37252	-	354	9	1	10	8.17
YIL139C	IX	87979	88716	-	738	126	79	166.50	127.17
YIL171W	IX	19515	19844	+	330	0	0	0	0
YIL068C	IX	233057	235474	-	2418	1204.75	861	1384	1279
YIL065C	IX	241308	241775	-	468	538	381.25	557	523.25
YIL098C	IX	179772	180239	-	468	221	78	289	93
YIL141W	IX	85053	85442	+	390	112.50	175.33	121.17	214.25
YIL009W	IX	339344	341428	+	2085	1102.00	355	1160.00	551.75
YIR021W-A	IX	398514	398726	+	213	21.50	11	18.50	10
YIR020C-B	IX	397215	397949	-	735	1	0	4	2
YIL044C	IX	272950	273846	-	897	1314.17	1028.08	1612.25	1360
YIR020W-A	IX	394917	395159	+	243	7	4	14	10
YIR004W	IX	363221	364519	+	1299	896	477	1091	611
YIL092W	IX	189066	190967	+	1902	454.06	223.52	486.17	348
tD(GUC)I2	IX	336349	336420	-	72	1	0	2	2
YIL136W	IX	93619	94800	+	1182	184	160.05	192.10	233.25
YIR022W	IX	398733	399236	+	504	702.50	342	739.50	492
YIL002W-A	IX	350301	350510	+	210	938.50	667	1169	921
YIL066W-A	IX	237366	237809	+	444	3	5	0.25	3
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	7294.00	3399.50	7937.05	4661.33
YIL123W	IX	128151	129581	+	1431	14162.31	11509.44	14539.72	13835.25
YIR001C	IX	356143	356895	-	753	1266	993	1757	1367.50
YIL153W	IX	55198	56379	+	1182	886.50	717.12	847.88	855.50
YIR002C	IX	357415	360396	-	2982	1075.10	536.00	1236.17	785.35
YIL108W	IX	160887	162977	+	2091	2766.62	5590.83	2989.06	7388.12
YIR023C-A	IX	402383	402706	-	324	8.50	3	4	4.50
YIL067C	IX	235724	237760	-	2037	1154	1100.95	1150	1400
YIR019C	IX	389572	393675	-	4104	1285.02	1203.21	1256.49	1481.91
YIL028W	IX	302100	302498	+	399	22	25	34	41.12
YIL134W	IX	97395	98330	+	936	247	89.21	242	135.58
YIL159W	IX	41825	45952	+	4128	1031	695	1119.85	964.54
YIL011W	IX	333727	334536	+	810	546.67	182.75	623.00	206.00
YIL110W	IX	156045	157178	+	1134	833	308.88	1006.14	512.53
YIL131C	IX	100781	102235	-	1455	382	336	492	488
YIL128W	IX	113806	116904	+	3099	4088	2278.92	4898.82	3410.77
YIL064W	IX	241943	242716	+	774	686	195	857	368.12
YIL071C	IX	228660	229994	-	1335	358.50	331.62	441	528.16
YIL147C	IX	69791	73453	-	3663	2414.50	1454	2508.50	1994.50
YIL149C	IX	63028	68067	-	5040	4089.38	1880	4521.75	2738.33
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	839.17	912	929	1161.29
YIL005W	IX	345692	347797	+	2106	3676.80	2610.85	4329.46	3934.03
YIL169C	IX	23119	26106	-	2988	10.46	3.83	9	3.67
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	170	83	203.25	136
YIR014W	IX	381086	381814	+	729	60	68.89	44	102
tE(CUC)I	IX	197592	197663	+	72	6.50	1.50	6.67	5
YIR033W	IX	416124	419465	+	3342	2930.17	1630	3102	2241.21
YIL105C	IX	167581	169641	-	2061	1111.22	1243.25	1421.89	1768.02
YIL057C	IX	247902	248396	-	495	5.25	8	5	7
YIL017C	IX	318200	320965	-	2766	1920.30	16207.85	2010.83	20368.50
YIL132C	IX	99860	100501	-	642	123	91	144	131
YIL070C	IX	230272	231072	-	801	1038	397	1150.25	545.50
YIL051C	IX	257843	258280	-	438	5595.71	3580	5599.33	4423.25
YIL118W	IX	139752	140447	+	696	901	492	979	702.07
YIL097W	IX	180427	181977	+	1551	546	642	661.67	886.25
YIR034C	IX	419615	420736	-	1122	5812.50	3595.25	6093.12	4727
YIL109C	IX	157385	160165	-	2781	8265.96	6335.25	7645.08	8294.08
YIL102C-A	IX	173365	173592	-	228	206	136	178.08	191
YIL105W-A	IX	167664	167804	+	141	3	0	1	5
YIL084C	IX	202276	203259	-	984	649.25	318	730.50	491.50
YIL039W	IX	278426	279847	+	1422	2518.50	1390	2666.50	1958.50
YIR003W	IX	360885	362924	+	2040	1567	1313	1759	1810.06
YIR031C	IX	413015	414679	-	1665	525	508	580	669
YIL074C	IX	221081	222490	-	1410	2809.62	2496.25	3308.50	3424.75
YIL022W	IX	311165	312460	+	1296	1851	888.00	1854	1176
YIL030C	IX	296050	300009	-	3960	7404.25	4686.50	7485.33	6494.67
YIL140W	IX	85366	87837	+	2472	1543.05	2056.36	1846.17	2754.69
YIL031W	IX	292633	295737	+	3105	2933.07	1881.50	3171.38	2516.28
YIL014W	IX	326103	327995	+	1893	1294.50	829.62	1441	1212.50
YIL137C	IX	89948	92788	-	2841	5157	3505.37	5153.25	4787.60
YIR037W	IX	423128	423619	+	492	2984.50	2593.50	3099	3408.75
YIL127C	IX	117024	117644	-	621	782	312	1042	446
YIL143C	IX	80510	83041	-	2532	2057.35	1098.75	2116.75	1611.60
YIL079C	IX	210923	212005	-	1083	848	294.25	1039	350
YIR008C	IX	373077	374306	-	1230	711.25	527	835.10	728
YIL040W	IX	277723	278139	+	417	1445.62	752.12	1560	1126
YIL129C	IX	106107	113237	-	7131	8255	5502.50	8647.75	7410.10
YIL100C-A	IX	177343	177681	-	339	56.50	70.50	90	80
YIL124W	IX	126204	127097	+	894	1798	1198	2161.67	1865.17
YIL042C	IX	275108	276292	-	1185	401.83	536	372	594
YIL115C	IX	144327	148709	-	4383	7859.03	4118.17	8081.52	5598.58
YIL035C	IX	287790	288908	-	1119	1498.33	907.50	1817.90	1363.50
YIL176C	IX	8793	9155	-	363	3.72	3.34	5.15	5.96
YIL006W	IX	344062	345183	+	1122	681	447.69	731.50	625.50
YIL048W	IX	261437	264892	+	3456	3523.33	3362.75	3820.89	4747.58
YIL066C	IX	238099	240708	-	2610	183	82	130.50	152.50
YIR029W	IX	410807	411838	+	1032	47	41	55	36
YIR018C-A	IX	385564	385701	-	138	22.06	38.05	41.10	59.00
YIL094C	IX	186517	187632	-	1116	3025	1130.75	3301.25	1670
YIL103W	IX	171751	173028	+	1278	894	362.61	1117	549.11
YIL155C	IX	51759	53708	-	1950	1485.17	1759.17	1477	2083.75
YIL152W	IX	56545	57252	+	708	462	465	492.75	718.92
YIL046W-A	IX	268309	268473	+	165	2	0	0	2
YIL002C	IX	350591	353431	-	2841	1784.25	1414.25	2054.56	1985.75
YIR030W-A	IX	412899	413282	+	384	12	3	8	7
YIL047C-A	IX	265099	265467	-	369	474.50	237.67	468.67	309.94
YIL156W	IX	48091	51306	+	3216	3092.26	2153.99	3157.75	2841.82
YIR012W	IX	378486	379781	+	1296	1889	969	2075	1297.75
YIL112W	IX	151595	154846	+	3252	1243.12	746.71	1540	1094.75
YIL025C	IX	308201	308575	-	375	2	2	2	1
YIL175W	IX	9183	9500	+	318	0.25	17.62	0.50	27.62
YIL100W	IX	177373	177726	+	354	3	19	5	19
YIR026C	IX	404873	405967	-	1095	1224.08	374	1504.12	574
YIR025W	IX	403659	404765	+	1107	157	103.24	158	142.50
YIR042C	IX	435273	435983	-	711	151	144.33	183	180.25
YIL075C	IX	217863	220700	-	2838	8689	6597.50	9487.15	9130.50
YIL068W-A	IX	233013	233396	+	384	2.50	2	1	1
YIL063C	IX	242761	243744	-	984	365	268	425	323
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	12438.25	5687	12300.67	7576.25
YIL027C	IX	303679	304104	-	426	533	289.50	581	396
YIL085C	IX	200490	202043	-	1554	2014.76	1052.50	2043.50	1453
snR68	IX	97111	97246	+	136	279.25	192	273	256.50
YIL008W	IX	342536	342835	+	300	874	472	1171	598
YIL030W-A	IX	295565	295903	+	339	204	135.50	217	168
YIL076W	IX	216658	217548	+	891	2710.50	2691.14	3271	4002
YIR036W-A	IX	422635	423036	+	402	9	3	12	2.83
YIL029C	IX	300829	301257	-	429	64	72.17	85	115
YIR023W	IX	399777	402689	+	2913	3610	2743.45	4153.36	3694.89
tT(AGU)I1	IX	175031	175103	+	73	2.79	1.62	1.92	6.29
YIL053W	IX	255115	255867	+	753	9045.83	5408.00	9176.33	7200.44
YIL101C	IX	175307	177250	-	1944	1008.62	1644.50	1010.25	2028.20
YIL120W	IX	134417	136108	+	1692	390	221.50	459	306.64
YIL174W	IX	9469	9696	+	228	0	0	0	0
YIL032C	IX	291961	292317	-	357	1	0	0	1
YIL142C-A	IX	83208	83540	-	333	0	0	1	3
YIL164C	IX	34087	34686	-	600	57	35	54	46.50
YIL096C	IX	182117	183127	-	1011	519.50	156.50	739.50	255
YIL160C	IX	40191	41444	-	1254	28	19	26	37
YIL134C-A	IX	96522	96725	-	204	11	16	17	12
YIL062C	IX	243998	244462	-	465	2323	2671	2867.50	3573.50
YIL151C	IX	57338	60694	-	3357	2943.75	1991	3238.75	2880.33
YIL059C	IX	246550	246915	-	366	79	55	88	93
YIR030C	IX	412036	412770	-	735	62	12	68	27.25
YIL083C	IX	203556	204653	-	1098	733	1062	956	1484.50
YIL019W	IX	315093	316133	+	1041	323	65	387	99
YIL020C-A	IX	313713	314051	-	339	16.50	3.50	22	8.50
YIL099W	IX	178004	179653	+	1650	103	59.17	117.17	72
YIL093C	IX	187990	188784	-	795	1132	519	1497.25	773
YIR024C	IX	402841	403491	-	651	191.58	180	263.25	257.50
YIL135C	IX	95065	96375	-	1311	2356.25	2465	2397	3276.81
YIL020C	IX	314035	314820	-	786	237.50	64.50	286.25	101.75
YIL023C	IX	309386	310426	-	1041	1293	2656	1277	3375
YIL177W-A	IX	846	1328	+	483	11.90	3.20	17.82	6.77
YIL037C	IX	283029	284999	-	1971	426.50	8092.67	520.50	10939.58
YIL142W	IX	83302	84885	+	1584	5658	4090.60	6536.75	5724.75
YIR041W	IX	433929	434303	+	375	4.50	9.62	4	7.45
YIL034C	IX	289226	290089	-	864	5350	5618.33	5825.25	7419.50
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	145	160.12	170.58	218.06
YIL091C	IX	191030	193195	-	2166	3134.50	1282	3930.75	1903.25
YIL078W	IX	212499	214703	+	2205	11305.83	5872.00	11821.50	8103.73
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	7720.34	4175.79	8572.75	5416.86
YIR017C	IX	383556	384119	-	564	233	320	198	449.25
YIL125W	IX	122689	125733	+	3045	5692.17	4033.88	5537.25	5405.00
YIL154C	IX	53981	55021	-	1041	863.25	936.00	849.67	1149.08
PWR1	IX	395999	396939	+	941	6.50	5.75	4	1
YIL138C	IX	89230	89715	-	486	1014	646	1278.50	947
YIL130W	IX	102782	105676	+	2895	3601	2158.28	4097.62	3170.91
YIL071W-A	IX	228550	229026	+	477	46.50	42.75	43.67	62.50
YIL043C	IX	274072	274926	-	855	4505.94	2370	4273.50	3157.50
YIR013C	IX	380019	380384	-	366	20	13	29	7
YIL055C	IX	252042	253925	-	1884	526.33	931	510.25	1139.50
YIL014C-A	IX	325212	325526	-	315	0	0.50	0	0
YIL049W	IX	260158	260919	+	762	877.75	709	984.06	973
YIL162W	IX	37385	38983	+	1599	850.25	374.33	804.37	454.17
YIL104C	IX	169982	171505	-	1524	478.12	170.25	514.12	260.19
YIL077C	IX	214991	215953	-	963	229.25	153	215.25	208.50
YIR032C	IX	415030	415617	-	588	109	108	131	165
YIL007C	IX	342994	343656	-	663	520.07	521	683	797
YIL021W	IX	312905	313861	+	957	684	376	762	568.12
YIR020C	IX	394255	394557	-	303	35	29.50	26	37
YIL038C	IX	280142	282652	-	2511	3635.50	1434	3828.60	1930.75
YIR011C	IX	377287	378246	-	960	822	676	1035	906
YIL046W	IX	268651	270573	+	1923	940	731.17	947.07	949
YIL157C	IX	46949	47542	-	594	1331	743.25	1629	1048
YIL171W-A	IX	18260	18712	+	453	0	0	0	0
YIL121W	IX	132244	133872	+	1629	320	133.17	237.75	148.62
YIL170W	IX	19847	21220	+	1374	8.80	42.28	12.34	63.20
YIR038C	IX	423809	424513	-	705	628	656	626	965
YIR027C	IX	406260	407642	-	1383	31.27	43.00	47	74.60
YIL088C	IX	197931	199403	-	1473	2551.75	1402	2705	1936
YIR028W	IX	408468	410375	+	1908	27	80	39	107
YIL001W	IX	353940	355481	+	1542	643.83	459.33	764.42	642.00
tK(CUU)I	IX	300228	300300	-	73	2	0.25	0	0
YIL173W	IX	11492	16141	+	4650	37.50	92.46	36.10	143.24
tE(UUC)I	IX	370417	370488	+	72	1	0	4.17	1
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	348.72	358.29	350.77	466.85
YIL054W	IX	254543	254860	+	318	6	22	3	30
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	9660.11	5131.23	10036.67	6671.33
YIR017W-A	IX	383566	384165	+	600	16	19	18	23
YIL145C	IX	76354	77283	-	930	978	670.25	1078.50	945
YIR006C	IX	365466	369908	-	4443	15480.83	12907.08	15211.23	16334.06
YIL013C	IX	328207	332442	-	4236	723.07	468	792.08	708.75
YIL114C	IX	149143	149988	-	846	512	344.75	517	462
YIR035C	IX	421026	421790	-	765	852	284	849	421.12
YIR007W	IX	370704	372998	+	2295	1190.10	1026	1288	1389.06
YIL113W	IX	150559	151188	+	630	103	40	91	92
YIL036W	IX	285666	287429	+	1764	2407	2017.62	2543	2737.81
YIR010W	IX	375431	377161	+	1731	775.33	510.90	845.25	752.00
YIL033C	IX	290419	291669	-	1251	3112.08	2448.29	3448.50	3322.14
YIR009W	IX	374525	374860	+	336	175.50	145	226	189
YIL041W	IX	276525	277505	+	981	3065	2047.29	2972.50	2870.17
YIL087C	IX	199646	200119	-	474	572.29	489	636.50	572
ICR1	IX	393884	397082	-	3199	415	425.50	390	537.50
YIR036C	IX	422074	422865	-	792	284	252	277	355
YIL122W	IX	130610	131665	+	1056	1137.92	939.08	1375.83	1295.25
tI(AAU)I2	IX	210665	210738	+	74	9	273	9.50	402
YIL021C-A	IX	313199	313468	-	270	1	0	0	0
YIL090W	IX	193595	195070	+	1476	1451	724	1372.75	988.29
YIL012W	IX	333011	333352	+	342	14	0	11	3
YIL024C	IX	308602	309171	-	570	248	279	290	394
YIL111W	IX	155311	155765	+	455	116	100	131.08	134.06
YIL095W	IX	183937	186369	+	2433	1837.58	1756.62	2163.00	2484.56
YIL029W-A	IX	299735	300106	+	372	0	0	0	0
YIL089W	IX	195599	196216	+	618	53	22.52	47	38.42
YIL166C	IX	30938	32566	-	1629	190	154.25	189	250.25
YIL060W	IX	246392	246826	+	435	24.00	9.93	34.91	23.65
tI(AAU)I1	IX	183440	183513	-	74	0	2	0	0
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	502.50	559	664	752
YIL061C	IX	244657	245559	-	903	642.50	365	724.17	594
YIR040C	IX	433389	433721	-	333	0	0	0	0
YIL102C	IX	174582	174887	-	306	0	4	0	1
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	7640.95	4378.00	8661.15	5621.78
YIR016W	IX	382628	383425	+	798	261.67	189.85	277	260.50
YIR021W	IX	397294	398385	+	1092	507	281.50	593	370.50
YIL172C	IX	16784	18553	-	1770	13.17	6.33	11.25	12.00
YIL072W	IX	226602	228419	+	1818	164.50	163.50	221.50	221.31
YIL058W	IX	246914	247198	+	285	3	1	4	6
YIL047C	IX	265115	267823	-	2709	3518.50	1790.67	3390.23	2506.94
YIL015W	IX	322342	324105	+	1764	0	0.75	0.08	0.17
YIR005W	IX	364889	365335	+	447	395	218.25	449	327
YIL116W	IX	142928	144085	+	1158	3133	2484	3558.17	3327.89
YIL003W	IX	349122	350003	+	882	571	374	691	435
YIL082W-A	IX	205635	210132	+	4498	56032.89	519377.89	63403.13	713350.33
YCR031C	III;III	177500;178214	177906;178220	-;-	414	11965.18	6434.25	12040.51	8287.58
YCL011C	III	102075	103358	-	1284	1546	819	1590	1123
YCL040W	III	50838	52340	+	1503	7633.58	8124.62	7067.62	9983.10
YCR052W	III	214994	216445	+	1452	1325	941.50	1405	1274
YCR100C	III	301271	302221	-	951	265	190	231.50	292.75
YCR107W	III	313890	314981	+	1092	328.18	230.55	340.25	298.52
YCL002C	III;III	110808;111634	111557;111675	-;-	792	746	463	795.07	616.25
YCL024W	III	79162	82275	+	3114	1013.06	445.91	1192.04	551.57
YCR060W	III	224399	224734	+	336	418	203	452	282
YCR071C	III	240103	240543	-	441	159	62	169	86
YCR007C	III	126011	126730	-	720	295	1202.42	360	1545
YCL012C	III;III	101317;101701	101633;101788	-;-	405	220.12	233	235	334
YCR081C-A	III	258415	258651	-	237	2	2	1	3
YCR036W	III	193297	194298	+	1002	1048	1123	1237	1593.38
YCR063W	III	228318	228791	+	474	912	581	944	829
YCL042W	III	50584	50943	+	360	590.50	584	530.00	742.08
YCR097W-A	III	294439	294705	+	267	3.67	1.00	5.67	4.92
YCR025C	III	163446	163856	-	411	88	52	101.90	65
tK(CUU)C	III	151284	151356	-	73	0	0	0	0
YCR069W	III	239055	240011	+	957	3146	2834.50	3156.50	3688.50
YCR041W	III	200911	201243	+	333	36.83	27.50	47.33	41.31
YCR102W-A	III	306735	306932	+	198	24	14	18	16
YCR020C-A	III	154830	155096	-	267	351.88	215	353	367
YCL075W	III	2126	2566	+	441	3.17	1.75	5.75	3.25
YCR092C	III	276764	279820	-	3057	984.31	669.25	1081	864.30
YCR005C	III	120946	122328	-	1383	543.33	1671.25	528.42	2372.50
YCR038W-A	III	199293	199418	+	126	6	0	7	4
YCL034W	III	61658	62722	+	1065	338	361.51	345.75	453.89
YCL026C-B	III	73405	73986	-	582	548	176	547	248
YCR020W-B	III	155320	155556	+	237	353	215	437	348
YCR094W	III	286762	287937	+	1176	720	417	695	581
YCL028W	III	70150	71367	+	1218	2671	1300.50	2750.35	1722.50
YCL029C	III	68599	69921	-	1323	1078.67	611	1254.83	893
YCL074W	III	2824	3750	+	927	0	0	5	3
tQ(UUG)C	III	168301	168372	-	72	9	4	7.27	4
YCR086W	III	263392	263964	+	573	343.17	267	388.50	374.25
YCR006C	III	122530	123003	-	474	170.50	112	164.50	152.25
YCR083W	III	259578	259961	+	384	767	550	880.17	762
YCL039W	III	52645	54882	+	2238	1973.19	2208.92	1914.74	2648.22
YCL037C	III	57374	58678	-	1305	17337.47	9229	18895.83	11897.00
tE(UUC)C	III	82462	82533	-	72	1	1	3	2
YCL004W	III	109105	110670	+	1566	589.17	524.83	656.21	731.38
YCL076W	III	1392	2135	+	744	0	0	0	0.50
YCR011C	III	133724	136873	-	3150	2325.42	1441.40	2259.42	1979.67
YCL054W-A	III	30910	30996	+	87	12	5	8	9
YCR020C	III	154012	154659	-	648	175	168	200	248
YCL065W	III	13751	14119	+	369	17.42	10.25	20.17	20.56
YCL057W	III	24768	26906	+	2139	5028	3378.70	4951	4579.83
YCL069W	III	9706	11082	+	1377	1.50	2.25	0.50	2.27
YCR045W-A	III	208751	209101	+	351	200	144	175	182.08
YCL048W	III	42165	43556	+	1392	31.07	42.18	34	37.14
YCR002C	III	117380	118348	-	969	1577.31	1398.58	1829	1965.25
YCR035C	III	191834	193018	-	1185	681	512.50	781.75	755.50
YCR066W	III	231500	232963	+	1464	692.50	517	853.08	620.58
YCR032W	III	179520	186023	+	6504	2655.50	1702.33	2770.18	2536.25
YCL059C	III	22429	23379	-	951	1970.50	756.50	2732.10	1060.50
YCR079W	III	252845	254173	+	1329	664	780.33	756	1117
YCR021C	III	156109	157107	-	999	1233.53	222.67	1494.27	318.00
YCL026C-A	III	74704	75285	-	582	5	2	9	4
YCL046W	III	46640	46963	+	324	3.17	0.50	3	3.17
YCR104W	III	307801	308175	+	375	14.08	13.83	22.25	18.79
YCL001W	III	111916	112482	+	567	2151	1374	2463	1844.31
YCR054C	III	218376	220067	-	1692	1233	635	1387.68	944.25
YCR046C	III	209914	210423	-	510	1128.00	391	1039	522
YCR064C	III	228095	228505	-	411	5	0.12	4.11	0
YCL001W-B	III	113770	114024	+	255	1	3	6	8
YCR017C	III	144773	147634	-	2862	6937.42	3759	6932	5255.50
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	582	378.31	678	583.22
YCL041C	III	50133	50627	-	495	839.57	828.50	748.50	1029.62
YCR043C	III	206261	206644	-	384	584.25	315	675	405
YCR095W-A	III	289639	289797	+	159	31	19.77	28	21.41
YCL009C	III	104619	105548	-	930	10415.50	6940	8964.50	7653.50
tP(AGG)C	III	123577	123648	-	72	13	4	16	6
YCR014C	III	139185	140933	-	1749	271.35	180	264	236
YCL036W	III	59026	60726	+	1701	801	260.11	871.10	357.05
YCR051W	III	214071	214739	+	669	276	102	289	125
YCL045C	III	44623	46905	-	2283	6696.81	4218.25	7267	5826.08
YCL005W	III	108021	108791	+	771	1015.50	1533	1227.50	2138
snR43	III	107504	107712	-	209	1247.50	949	1157.50	1116
YCR088W	III	265068	266846	+	1779	7735.20	7460.50	7862.25	9753.52
YCR037C	III	194414	197185	-	2772	1561.75	1527.50	1792	2226.08
YCR077C	III	250238	252628	-	2391	4044.62	2727.75	3836	3571.75
YCR009C	III	130745	131542	-	798	2213	4645.35	2723.50	6517.25
YCR098C	III	297049	298605	-	1557	148	77	163	110.50
YCR047W-A	III	211301	211507	+	207	9	8	7	11.25
YCR073W-A	III	246963	247910	+	948	633	542	530	658
YCR039C	III	199546	200178	-	633	244.50	179.41	306.25	312.12
